sentence,sentiment
thanks,1
fit good,1
gift for son in law,1
great color fit perfectly and be comfortable,1
awesome,1
somewhat large,2
but i ’ m it ’ ll shrink bit after wash it in the washing machine and dry it in the dryer,0
like the fit color be light than expect,1
fit perfect,1
material have nice feel,1
perfect weight for me,1
well see what happen after wash,0
the price be right,1
good for the price,1
more like long sleeve tshirt material,0
thin,0
but comfortable,1
it work,1
great for the price,1
quality will show after couple of wash,1
i feel like the arm be unnecessarily long,0
but maybe this be by design,1
i be go to order more of these shirt in couple of different color,1
my husband look good and felt comfortable in this shirt,1
very good value price,1
wash up nice and keep its shape,1
i wash in cold water and light dry before he wear it,0
don ’ t buy white,0
very thin almost see through,2
blue one be ok,0
my son do not like the color,1
he say they look like uniform that should be monogrammed instead of everyday polo shirt,0
i will be return them,2
i wear it once or twice just dont care for the finish look after wash,0
it look cheap,2
oh it be cheap,2
base on other excellent review about this product purchase this shirt,1
im disappoint,0
i purchase large,0
but size seem to fit xl,0
material be not of great quality,1
color seem to fade away in couple of wash,0
i would recommend you to look for other option,1
i like how well it fit,1
i be originally concern about the cotton and polyester,0
but it turn out fine,1
i be very impressed how many good review have this very cheap product after the second wash it be worthless,0
do not understand anything above star of this very thin and wrinkle fabric,2
ok,1
nice shirt for the price,1
deep color wash well,1
wear very nicely,1
price,1
nice value for slim fit as note by others,1
a medium will fit the way lee large fit,2
perfect,1
every day bssic shirt would be perfect as school uniform not fancy dressier polo,1
send it back,0
im very pleased with the jerzees long sleeve polo shirt,0
the cotton blend be comfortable and seem wrinkleresistant,1
the fit be as expect and think they be perfect for southern winter,1
excellent,1
my husband use these for work shirt,0
so they get worn and wash every week with no fading or pilling,0
nice fabric,1
feel good and look good after wash amp,1
dry,0
fit bit snug compare to usual xl,2
but have long tail and stay in my trouser,0
great shirt for the money,1
a little thin on the material,2
but good,1
excellent,1
purchase these for my uncle,1
hey love them,1
i will be purchase more in the future,1
it fit good not to ride or loose just right,1
material be very thin and almost see through,2
bought for my husband,0
it fit perfect,1
use it for family picture,0
good fit,1
hold up through wash,1
the man of the house really love these shirt,1
i get them in couple of color for him,1
the collar structure be be fine not too loose or slack and the shirt fit his frame just fine,0
ill definitely will be get more,1
the material be bit thin,2
but think its ok,1
look to purchase maybe size small than the xl,2
this good be good quality and true to size,1
good fit,1
very comfortable,1
have to wash before wear as they have strange almost petroleum like odor,0
wash them remove the odor,0
great shirt,1
product as expect,1
i have other jerzee polo short that be really good in ready to wear and life of short,2
deliver promptly and as expect,1
the quality of material be not the best,2
but it ’ s worth the price,1
gorgeous,1
very comfortable,1
i get this for my husband for one time occasion that he need it,1
but he now wear it every week and be want to buy another one,0
it ’ s one of his favorite shirt,1
comfortable,1
bought for work perfect,1
launders nicely didnt fade,1
good fit,1
nice and soft feel good when worn,1
fit good,1
buy one just to see the quality,1
look and feel great,1
this shirt monogrammed so easily and look great when finish i,1
fit good and feel like quality shirt,1
this shirt fit my brother perfectly and be very comfortable,1
the color be vibrant,1
great polo shirt very comfy,1
poor quality material do no breath,2
very nice,1
this be nice summer polo,1
wash well,1
but tend to get saggy after few wash,0
thats why take star off,0
great uniform shirt for school,1
great for school uniform,1
mandaron una bolza llena de basura parece que la recojieron de un safacon,0
i like that it be tshirt material not hot in the fl summer fit right for size,2
love it,1
have be look for year for long sleeve polo shirt,0
just what want,1
i buy this for my husband and he really like it,1
its comfortable and be long enough in the sleeve to fit his long arm,1
good color buy the red and white one,1
i havent wash them yet as he have only just receive them,0
they have good choice of color too so ill be buy more,1
material be not so soft otherwise be good deal,1
run small,2
heavy material good way to sweat your as off,1
good value,1
wore the grey one fit great,1
very good quality,1
great shirt especially when you consider the price,1
nice enough to wear to work and to wear on the weekend too,1
what buy,1
nice fit and feel overall,1
i get an adult small for my normal sized year old and the sleeve be bit snug unfortunately,2
its for school uniform and may not last long anyway,2
worth the price despite the sleeve fit,1
well make fit great,1
very nice well make inexpensive shirt,1
ill be order more,0
classy,1
excellent polo shirt,1
colorsize and quality be great,1
would definitely buy from again,1
fast shipping,1
thanks again,1
fit just right,1
comfortable for work,1
i buy the shirt for my son which he use for work and it have everything he need,1
the fit be excellent,1
good,1
exactly as described,1
fit great,1
would highly recommend and definitely purchase again,1
love it since wear lot of white pant and clothing,1
very snug and warm which would be good for the winter,1
go good with all my white dress pant too,1
