sentence,sentiment
"Comfortable, convenient when cleaning, easy to care for, and classy in appearance",1
They asked me,0
to step up and take control,0
sloppy clothes do not get you that experience,0
Fits very well,1
"Only drawback is the length, which could have been an inch or two longer",0
"Overall, I've found Van Heusen shirts to be very good value for money and highly recommended",1
I actually lost some weight and re-ordered the slim,0
Both are true to size,0
Both are thiner and much more comfortable,1
"I read a few reviews about these being to thin, thats the way all nicer shirts are made nowdays",0
I much prefer this materal,1
My husband has this shirt and several different colors,0
He's very happy with them,1
Only issue is they do need to be ironed after being washed,2
Can't really get away without ironing them,2
Like the color selection and price,0
"Not 100% wrinkle free, even with high efficiency dryer, so little disappointed in that",2
Seems quality of Van Heusen has dropped in past 2 years,0
Still trying to remove the wrinkles tho,2
seems like its been folded into a package forEVER,0
Keeping it because it fits good enough and the color is sharp,1
I'm soaking it overnight to see if that helps remove the wrinkles,2
"Admittedly I have a large 18 in neck and short arms 30 in, no one makes dress shirts to fit me, either the neck is too small or the sleeves are too long",0
and the chest and waist are way too big,0
"Otherwise the quality of the shirt is good, especially for the price",1
"Now I love the material and the way it feels, although I put it was a little tight around the chest, that?셲 on me, this pandemic I have gained a little weight , and at least I can slim down to that size, wish me luck",1
Perfect and simple dress shirt that fits well and is as described,1
Van Heusen is affordable and I like their quality is so awesome,1
My go to dress shirts,0
I actually wash mine on gentle vs dry clean and they stand up well to the wash and dry and is an easy ironable shirt,0
Very happy,1
Disappointed,2
"Van Heusen is a decent, consistent brand",2
usually,0
"I found this shirt to be short, a lot of loose strings on the seams, &amp",2
just not up to the normal standards,0
All that aside the shirt serves its purpose,0
My son wore this to perform in his high school jazz concert,0
You get what you pay for,0
Wrinkle Free ?  Should say wrinkles free,0
"No matter how many time you iron/steam/press these crappy ""Popplin"" shirts, the wrinkles will not go away",0
DON'T buy this item if you are slim,2
I'm 6 ft 130,0
ish,0
lbs and I was swimming in this shirt,0
The quality was ok and definitely was NOT wrinkle resistant as it was already very wrinkled when it was delivered,2
The sleeves were too long as well,2
"It's only 35 percent cotton, and that gives it a plastic feel",0
It also wrinkles more than most shirts when washed,2
My recommendation: don't pay the price,2
Buy a different shirt,2
These Van Heusen shirts are great shirts for work,0
Well made shirt it wasn?셳 too see through and wasn?셳 stiff,1
I purchased it for Formal night on a cruise,1
It didn?셳 really wrinkle much and I didn?셳 have to iron it when I took it out of the suitcase,2
What little wrinkles were on it went away after I had hung it up and wore it,0
Small especially at wrists,2
Some small blemish on pocket and collar,2
Not wrinkle free,2
Later,0
VERY MUCH WRINKLES,0
Excellent shirts,1
I own quite a few at this point and wear them daily,0
I think they are a good investment,1
This is a great shirt,1
My husband has to wear black for work and we seem to always get shirts that fad to some horrific gray color,2
I've washed this shirt twice now and it's still the same as it came out of the package,2
Very good purchase,1
This shirt would be great except for one fatal flaw,0
The size tag sits up quite high on the collar and is fairly long,0
As such it flops around and scratches my neck,0
It can not be simply torn off or the shirt tears,0
US expat overseas,0
I've ordered Van Heusen regular fit shirts from Amazon in the past,0
Obesity has changed the fit,0
Very sad,2
Great fit- easy to care,1
My husband loves this shirt,1
FYI  Takes about 2 washes to be wrinkle free out of the dryer,1
Laundered this shirt at home about a dozen times and the color,0
black,0
hasn?셳 faded yet,0
"Threads are holding up well, too",1
Delivery was good,1
The shirt  is well cut and fits,1
The material is,0
where is the cotton,0
synthetic feels and acts like synthetic or many refer to as nylon with no feel of cotton,2
"Very wrinkled upon arrival, dampened it and dried in dryer with a damp towel on low heat did remove the wrinkles",2
I would not purchase this shirt again,2
"The shirt arrived on time, and the sizing was accurate",1
"It looked like the shirt had just been shoved into the plastic wrapping, it wasnt folded, nor did it have any supporting cardboard or pins you would expect with a dress shirt",0
My assumption is it had been returned to the seller and they had just shoved it into the bag in the state they had gotten it back in,2
"the neck seems more like just under 16, not 16 1/2 and the sleeves also suffer from being shorter than advertised",0
Needed a cheap white shirt fast,0
Didn't have time for dry cleaning,0
Threw it in the wash and perm press,0
Came out nearly wrinkle fee,2
One more wash probably would've done it,2
More polyester than cotton so not very iron-able,0
"Sweated like crazy in this thing, become somewhat see-through",0
If you're a sweater you know what I mean,0
"Also note, this has a pocket",0
Guess I didn't take the time to look in the description if it did or not,2
Will purchase again instead of getting robbed by ubsurd Men's Warehouse prices,0
The dimensions of the shirt were accurate except for one part,0
The ARMS,0
The arms are too big in circumference??,2
Looks completely ridiculous,2
They need a new tailor to design their shirts,2
Its a nice shirt,1
The material is very thin,2
"I agree the other review, it is not any better than a Department store house brand of Mens dress shirts",2
